Id,SalePrice
2638,261828.28
2639,182832.82
2640,148405.99
2641,95390.01
2642,187531.99
2643,114247.13
2644,108460.23
2645,110004.59
2646,101284.87
2647,114548.43
2648,144523.89
2649,166737.3
2650,137416.32
2651,146026.49
2652,358733.74
2653,247607.0
2654,262407.14
2655,372585.62
2656,320779.52
2657,339955.78
2658,307439.75
2659,299572.27
2660,337966.76
2661,327787.22
2662,360664.69
2663,254922.74
2664,296699.9
2665,319308.01
2666,294896.9
2667,185646.69
2668,194502.16
2669,194892.58
2670,280977.56
2671,195889.6
2672,197365.82
2673,203919.77
2674,201891.13
2675,166831.21
2676,214792.07
2677,192545.2
2678,254668.28
2679,262342.06
2680,276759.23
2681,387772.21
2682,306698.37
2683,451718.62
2684,305862.64
2685,321850.14
2686,254959.81
2687,268376.95
2688,213613.25
2689,205989.71
2690,344390.39
2691,194463.84
2692,134374.2
2693,207862.59
2694,140955.12
2695,205728.3
2696,194916.09
2697,182527.78
2698,227106.99
2699,177841.14
2700,158190.51
2701,167582.25
2702,121959.42
2703,148210.59
2704,134320.89
2705,106259.97
2706,105740.41
2707,135547.66
2708,114510.25
2709,100567.7
2710,114929.07
2711,253340.69
2712,359052.49
2713,166510.07
2714,159423.4
2715,178990.16
2716,153771.99
2717,205825.72
2718,218872.5
2719,131838.91
2720,201908.81
2721,134795.67
2722,193381.48
2723,177735.57
2724,128858.43
2725,126446.79
2726,136605.67
2727,155286.75
2728,190343.91
2729,149271.6
2730,142352.71
2731,133524.29
2732,128243.65
2733,146642.58
2734,157217.61
2735,143249.9
2736,126636.49
2737,107287.04
2738,122518.7
2739,156781.11
2740,148036.39
2741,157386.69
2742,175024.74
2743,167537.28
2744,164032.85
2745,150834.74
2746,122940.57
2747,185709.5
2748,117602.11
2749,131118.09
2750,130262.94
2751,136076.88
2752,235908.01
2753,135784.72
2754,202435.58
2755,133885.81
2756,71930.07
2757,74776.61
2758,101080.64
2759,157197.42
2760,141070.27
2761,145877.29
2762,124855.48
2763,191845.48
2764,183921.99
2765,265508.58
2766,121141.95
2767,59086.03
2768,103412.5
2769,129870.56
2770,151184.08
2771,99410.46
2772,94236.59
2773,198125.69
2774,163090.03
2775,122026.07
2776,146337.19
2777,168653.47
2778,136749.75
2779,130515.37
2780,96651.04
2781,83521.92
2782,89749.45
2783,89198.38
2784,119132.44
2785,143800.61
2786,80027.57
2787,143390.68
2788,65294.9
2789,174053.31
2790,89239.78
2791,119325.0
2792,74875.71
2793,160098.62
2794,89756.38
2795,120819.26
2796,77283.86
2797,215807.23
2798,122074.48
2799,149005.35
2800,65436.53
2801,105718.22
2802,149619.73
2803,156562.06
2804,142331.13
2805,110062.37
2806,77671.95
2807,175145.22
2808,162086.25
2809,127116.79
2810,124786.94
2811,177396.0
2812,158818.37
2813,159132.92
2814,140408.25
2815,109993.01
2816,241489.3
2817,172451.13
2818,139592.29
2819,200989.41
2820,129398.13
2821,108085.22
2822,200343.79
2823,299946.99
2824,162855.73
2825,168876.53
2826,147891.76
2827,140513.02
2828,263148.03
2829,238916.68
2830,222193.56
2831,189887.67
2832,233503.5
2833,295082.6
2834,218913.86
2835,219303.57
2836,220611.46
2837,159641.31
2838,139750.08
2839,185887.82
2840,190503.9
2841,207866.52
2842,233114.49
2843,161715.76
2844,163020.38
2845,111042.4
2846,214757.27
2847,196531.8
2848,226547.36
2849,210522.42
2850,284870.04
2851,227584.66
2852,227784.25
2853,244666.96
2854,159610.14
2855,203900.88
2856,203041.55
2857,209253.42
2858,207659.22
2859,117354.68
2860,129766.34
2861,141404.37
2862,220724.92
2863,148605.73
2864,259705.29
2865,136350.65
2866,163325.83
2867,106805.99
2868,128562.27
2869,92838.73
2870,104071.68
2871,79523.73
2872,16907.21
2873,90689.19
2874,172107.81
2875,122001.57
2876,188465.23
2877,140846.37
2878,162613.98
2879,132377.03
2880,116847.91
2881,117369.1
2882,162047.99
2883,186459.64
2884,191587.89
2885,162939.06
2886,229484.35
2887,110944.58
2888,150503.9
2889,50570.15
2890,84875.68
2891,152269.64
2892,40334.01
2893,81262.68
2894,24214.96
2895,325106.57
2896,277629.19
2897,216285.12
2898,143379.73
2899,237811.62
2900,159152.25
2901,236453.58
2902,205728.06
2903,317611.1
2904,333585.99
2905,86328.44
2906,203399.81
2907,123155.53
2908,123896.83
2909,142305.89
2910,73545.63
2911,62843.07
2912,157352.9
2913,65960.91
2914,61889.46
2915,70814.87
2916,66133.69
2917,158470.83
2918,112565.32
2919,229600.49
